intern_id,sprints_done,sprints_total,tasks_completed,tasks_assigned,meetings_attended,meetings_total,code_review_score,deadline_met_percentage,attendance_percentage,punctuality,performance
RX0974,4,6,8,10,15,18,19.97,76.48,,1,medium
RX0975,3,5,7,12,11,19,0.0,61.06,36.89,0,medium
RX0976,2,4,6,11,16,19,32.46,68.09,67.61,1,medium
RX0977,2,4,5,9,17,19,56.37,58.1,100.0,1,medium
RX0978,3,7,4,8,1,21,70.02,55.07,13.75,1,low
RX0979,3,4,7,14,15,16,56.45,70.29,79.83,0,medium
RX0980,7,7,9,9,19,23,71.23,77.61,69.18,0,high
RX0981,1,4,5,12,4,17,64.41,47.47,61.93,1,low
RX0982,3,7,7,8,10,15,100.0,75.0,69.15,0,medium
RX0983,5,7,5,8,10,19,100.0,100.0,,1,medium
RX0984,6,6,12,14,16,19,100.0,44.94,69.76,0,high
RX0985,1,4,1,8,11,22,0.46,100.0,81.12,1,low
RX0986,3,4,13,14,16,18,100.0,49.73,55.33,1,medium
RX0987,4,4,10,14,16,19,75.9,82.9,63.87,1,high
RX0988,4,4,8,10,17,22,60.82,54.62,63.71,1,high
RX0989,1,6,3,12,6,16,15.05,36.69,12.54,0,low
RX0990,5,7,9,10,16,22,54.39,86.83,91.39,1,high
RX0991,2,7,4,8,12,19,20.85,88.62,87.07,1,low
RX0992,5,5,8,10,20,24,45.26,76.17,55.44,1,high
RX0993,3,7,6,8,12,20,52.52,78.03,46.6,0,medium
RX0994,4,4,12,12,19,19,47.0,96.92,100.0,1,high
RX0995,2,4,10,14,17,18,34.64,66.67,92.71,0,medium
RX0996,4,4,8,8,16,17,100.0,89.48,97.98,0,high
RX0997,3,7,5,10,13,23,0.0,79.98,59.92,1,low
RX0998,3,7,2,12,13,22,57.96,61.87,32.56,0,low
RX0999,1,4,6,10,4,17,85.25,42.73,100.0,1,low
RX1000,7,7,10,13,16,23,49.3,62.03,84.63,0,high
RX1001,2,7,4,10,6,18,49.22,37.8,32.8,0,low
RX1002,4,4,9,13,23,24,73.49,100.0,69.16,1,high
RX1003,4,6,7,12,18,22,42.2,68.43,23.71,1,medium
RX1004,3,4,10,13,9,18,66.07,63.54,8.59,0,medium
RX1005,1,5,5,13,10,22,36.83,45.18,84.21,0,low
RX1006,2,6,4,11,10,17,45.51,95.83,56.94,1,low
RX1007,3,6,2,10,8,23,70.12,79.2,35.68,0,low
RX1008,2,4,6,9,12,20,34.3,65.97,51.45,1,medium
RX1009,4,6,7,12,8,17,15.7,80.92,48.22,1,medium
RX1010,3,6,8,12,15,17,32.6,66.53,53.65,0,medium
RX1011,3,5,9,14,20,20,79.06,84.88,97.3,1,high
RX1012,3,7,9,10,13,19,76.72,23.15,52.51,0,medium
RX1013,3,6,5,8,13,17,32.82,51.07,80.93,1,medium
RX1014,1,7,5,14,1,18,25.22,54.07,65.03,0,low
RX1015,1,4,6,12,1,17,26.96,11.28,14.57,0,low
RX1016,6,6,10,12,19,20,56.81,87.62,100.0,0,high
RX1017,3,5,14,14,14,18,100.0,48.05,66.19,1,high
RX1018,3,7,4,14,13,24,21.54,61.1,34.47,0,low
RX1019,1,4,1,11,15,24,56.55,98.87,100.0,0,low
RX1020,4,5,13,14,10,20,21.18,48.54,36.95,1,medium
RX1021,3,7,7,12,7,19,29.71,51.55,17.39,1,low
RX1022,3,5,4,9,17,18,65.42,33.07,37.92,1,medium
RX1023,6,7,7,13,8,16,96.37,100.0,78.67,1,medium
RX1024,2,4,8,13,23,24,74.95,79.63,8.54,1,medium
RX1025,3,5,8,13,17,21,100.0,73.38,59.46,1,medium
RX1026,5,7,10,10,14,19,97.82,93.57,81.4,1,high
RX1027,4,6,12,12,13,16,62.1,76.74,72.87,1,high
RX1028,2,5,5,8,12,19,41.93,100.0,52.0,0,medium
RX1029,1,7,6,11,6,19,65.84,31.95,56.47,0,low
RX1030,1,4,4,8,3,18,9.45,56.21,81.85,0,low
RX1031,6,7,5,11,18,24,91.88,77.76,52.16,1,medium
RX1032,6,7,8,8,18,19,80.47,95.04,88.01,1,high
RX1033,2,6,3,14,6,18,2.36,41.87,20.65,0,low
RX1034,1,4,1,11,4,16,75.76,100.0,25.68,1,low
RX1035,4,5,13,13,23,24,71.98,64.55,68.66,1,high
RX1036,4,5,13,14,17,20,80.27,41.83,100.0,0,medium
RX1037,5,6,8,9,16,16,54.92,49.11,87.33,1,high
RX1038,4,7,12,13,19,20,63.65,54.0,70.85,0,high
RX1039,4,7,11,12,12,17,50.82,62.27,94.81,1,high
RX1040,4,4,9,13,19,24,89.11,85.0,,1,high
RX1041,3,4,12,14,11,15,64.24,94.97,100.0,0,high
RX1042,5,6,9,10,11,22,12.12,74.11,61.81,0,medium
RX1043,5,6,6,8,14,22,45.38,20.82,100.0,1,medium
RX1044,3,6,9,10,21,24,4.89,100.0,100.0,0,medium
RX1045,6,7,11,13,19,19,64.57,37.61,78.73,1,high
RX1046,2,6,8,13,15,23,47.64,100.0,100.0,1,low
RX1047,5,6,8,12,11,15,39.23,44.12,100.0,1,high
RX1048,5,6,10,11,12,23,49.26,84.56,91.07,0,medium
RX1049,5,6,5,8,10,18,91.06,58.58,91.37,0,medium
RX1050,6,6,9,11,21,22,88.88,73.31,70.8,0,high
RX1051,4,6,11,12,23,24,66.68,67.02,59.02,0,medium
RX1052,2,4,6,13,18,19,33.4,100.0,58.51,0,medium
RX1053,5,5,9,9,13,16,48.24,61.32,65.88,1,high
RX1054,3,5,6,11,12,18,53.48,75.47,43.99,0,medium
RX1055,3,5,5,8,15,21,100.0,88.39,96.57,1,high
RX1056,5,5,13,13,21,22,32.65,68.53,82.13,0,high
RX1057,1,5,1,12,6,16,0.0,69.42,39.22,0,low
RX1058,4,6,7,8,13,18,46.61,67.25,94.25,1,high
RX1059,3,4,10,12,16,20,49.04,80.29,65.94,1,medium
RX1060,2,6,2,12,6,15,45.44,0.0,52.12,1,low
RX1061,2,6,8,14,1,21,53.47,61.79,100.0,0,low
RX1062,4,7,10,14,7,15,67.16,91.03,83.87,1,medium
RX1063,2,4,6,8,14,15,53.86,73.45,91.23,1,high
RX1064,2,6,6,13,8,23,35.99,50.12,65.16,0,low
RX1065,1,5,3,13,2,23,59.98,60.99,31.31,1,low
RX1066,6,7,13,14,20,21,84.75,78.42,72.76,1,high
RX1067,5,5,10,10,13,19,64.7,46.59,77.74,1,high
RX1068,2,4,9,12,12,19,,32.06,72.73,1,medium
RX1069,5,7,8,8,13,17,100.0,88.15,100.0,1,high
RX1070,3,7,4,14,2,23,36.36,100.0,74.0,1,low
RX1071,1,6,7,12,9,18,1.57,100.0,51.21,0,low
RX1072,1,4,3,14,10,18,56.68,23.79,48.43,1,low
RX1073,3,4,7,13,18,21,65.52,79.49,73.48,1,medium
RX1074,2,4,10,11,8,16,75.09,100.0,99.48,1,medium
RX1075,4,5,5,11,11,21,59.67,44.37,62.73,1,medium
RX1076,3,6,5,9,13,20,78.72,45.82,90.0,0,medium
RX1077,4,5,10,11,16,17,76.28,61.49,47.37,0,high
RX1078,3,6,5,14,5,15,86.89,22.72,76.84,0,low
RX1079,7,7,8,12,14,15,32.11,71.8,,1,high
RX1080,3,6,6,13,5,23,82.99,100.0,93.55,1,low
RX1081,4,5,12,14,15,18,42.75,50.73,100.0,1,high
RX1082,3,7,8,11,20,22,62.61,46.47,41.0,0,medium
RX1083,4,4,8,12,16,21,50.86,80.95,68.95,1,high
RX1084,2,4,7,12,15,16,44.6,93.23,79.2,0,medium
RX1085,1,4,7,12,4,19,100.0,6.49,30.7,1,low
RX1086,4,6,9,11,21,23,87.83,54.06,66.63,1,high
RX1087,1,4,4,13,5,18,34.47,70.33,36.19,0,low
RX1088,5,7,9,10,16,22,47.4,80.06,100.0,1,high
RX1089,3,4,6,11,10,16,41.04,92.48,98.48,0,medium
RX1090,2,5,8,14,5,19,49.36,30.46,100.0,0,low
RX1091,4,4,5,8,16,22,52.79,54.28,72.03,1,high
RX1092,4,6,8,11,22,23,99.58,76.66,,1,high
RX1093,2,6,6,11,13,23,21.98,24.27,61.55,0,low
RX1094,6,7,11,11,17,24,64.62,73.67,78.45,1,high
RX1095,5,7,10,10,17,17,100.0,90.91,65.21,0,high
RX1096,5,7,10,10,12,15,100.0,90.44,90.6,0,high
RX1097,1,6,3,9,9,23,52.06,86.87,4.83,0,low
RX1098,2,4,7,9,22,24,39.85,82.83,19.24,0,medium
RX1099,4,4,10,10,23,24,69.59,87.8,100.0,0,high
RX1100,3,5,7,11,24,24,60.83,76.83,94.91,1,high
RX1101,4,7,12,12,15,16,23.15,80.99,71.88,1,high
RX1102,2,4,11,13,13,18,73.43,62.57,84.47,1,medium
RX1103,4,5,11,12,18,19,31.0,80.06,37.98,1,medium
RX1104,4,5,7,12,9,19,84.5,48.26,56.53,1,medium
RX1105,1,6,5,11,8,15,36.29,61.76,100.0,0,low
RX1106,7,7,7,8,18,24,47.3,97.7,100.0,0,high
RX1107,2,6,1,9,13,24,23.66,25.45,51.59,0,low
RX1108,6,7,12,13,15,17,78.66,70.51,100.0,1,high
RX1109,6,6,10,10,12,16,72.39,79.35,58.78,0,high
RX1110,2,5,10,13,12,20,91.54,75.47,30.33,0,medium
RX1111,2,5,7,10,18,19,45.48,39.92,100.0,0,medium
RX1112,3,4,8,9,16,23,39.21,63.94,,0,high
RX1113,2,4,11,12,11,15,25.95,100.0,41.81,0,medium
RX1114,6,7,8,12,8,16,70.29,25.6,56.64,1,medium
RX1115,2,5,1,8,3,18,95.74,13.94,100.0,0,low
RX1116,1,4,6,11,1,15,22.28,0.0,71.01,0,low
RX1117,1,4,6,11,2,16,19.45,22.42,33.96,0,low
RX1118,2,7,6,12,1,18,79.28,53.22,31.73,0,low
RX1119,6,7,13,14,17,18,68.04,45.23,26.93,1,medium
RX1120,5,5,12,13,16,22,30.96,45.46,86.53,1,high
RX1121,3,7,3,8,9,22,37.33,46.93,33.08,1,low
RX1122,3,7,1,12,2,16,82.86,0.0,41.51,0,low
RX1123,2,7,3,14,9,21,74.76,3.21,50.19,0,low
RX1124,5,6,8,11,11,17,53.0,35.86,100.0,0,medium
RX1125,5,7,5,8,17,18,39.98,79.58,84.64,1,high
RX1126,5,6,9,12,18,23,47.6,76.2,99.37,0,high
RX1127,2,4,7,11,12,15,100.0,100.0,58.47,0,medium
RX1128,2,4,4,9,12,20,60.24,37.16,71.57,0,medium
RX1129,3,7,8,13,7,23,100.0,35.98,56.6,0,low
RX1130,2,6,4,11,10,18,10.64,92.12,47.27,0,low
RX1131,1,6,2,12,9,17,90.34,37.98,71.71,0,low
RX1132,4,4,7,11,12,18,99.32,63.17,100.0,1,high
RX1133,4,6,14,14,18,24,73.73,44.48,100.0,0,high
RX1134,2,4,11,12,20,22,78.27,73.49,83.33,0,medium
RX1135,3,6,4,13,4,18,85.32,100.0,1.86,0,low
RX1136,3,4,6,8,17,17,45.4,64.16,79.02,1,high
RX1137,2,7,4,8,2,18,11.45,45.6,27.67,0,low
RX1138,2,4,5,9,11,19,51.64,87.67,75.15,1,medium
RX1139,1,4,8,14,11,19,81.69,100.0,72.8,0,low
RX1140,1,4,1,14,14,23,70.27,12.25,25.77,0,low
RX1141,3,6,8,11,17,22,42.75,62.23,68.75,0,medium
RX1142,3,6,13,14,15,23,100.0,100.0,100.0,0,medium
RX1143,3,5,13,13,18,24,42.95,73.53,,1,high
RX1144,6,6,9,14,14,16,67.94,59.7,44.08,0,high
RX1145,2,7,7,14,1,17,46.89,16.68,52.58,0,low
RX1146,1,5,5,9,2,23,58.92,73.15,46.59,0,low
RX1147,5,5,8,11,17,24,,81.15,99.51,1,high
RX1148,1,4,1,12,9,23,43.76,35.83,22.59,1,low
RX1149,1,4,3,8,14,24,100.0,76.54,60.48,0,low
RX1150,2,4,9,10,21,23,47.64,70.36,73.16,1,high
RX1151,2,7,5,12,12,20,41.94,65.43,0.0,0,low
RX1152,5,6,4,8,7,15,58.58,30.37,79.83,0,medium
RX1153,4,5,11,14,18,20,92.48,90.87,85.0,1,high
RX1154,4,7,6,13,17,21,28.69,58.93,68.07,0,medium
RX1155,3,6,12,14,11,23,89.28,67.69,33.03,1,medium
RX1156,4,5,13,13,19,21,45.48,96.71,75.35,0,high
RX1157,2,6,3,10,5,22,0.0,44.72,27.14,1,low
RX1158,1,6,3,9,10,16,0.0,94.16,38.23,0,low
RX1159,1,4,1,9,9,15,53.88,43.5,25.52,0,low
RX1160,4,6,7,9,11,15,58.13,92.76,74.21,1,high
RX1161,3,4,13,14,22,23,91.33,62.74,94.4,1,medium
RX1162,2,7,2,12,10,21,84.04,41.16,39.65,1,low
RX1163,3,4,8,8,17,24,62.59,80.41,69.91,1,high
RX1164,4,5,6,11,15,18,57.37,54.1,76.61,0,medium
RX1165,5,7,14,14,21,21,75.5,50.3,43.68,1,high
RX1166,4,7,7,10,17,20,89.37,73.32,17.28,1,medium
RX1167,1,4,2,14,9,24,42.38,100.0,58.84,0,low
RX1168,1,5,5,11,14,22,77.09,26.53,58.68,1,low
RX1169,4,6,9,11,19,20,84.43,69.49,63.76,0,medium
RX1170,1,5,5,13,9,18,42.45,100.0,,1,low
RX1171,5,7,8,12,12,16,65.2,89.65,100.0,1,medium
RX1172,2,4,11,12,15,18,52.49,52.3,85.37,0,medium
RX1173,4,6,5,8,12,16,50.77,81.17,100.0,0,high
RX1174,6,7,6,11,13,22,0.0,64.77,0.0,0,medium
RX1175,2,5,10,13,11,22,87.85,0.0,57.39,0,medium
RX1176,1,5,1,10,4,22,89.21,37.21,12.09,0,low
RX1177,5,7,6,10,15,23,56.36,30.1,65.32,1,medium
RX1178,3,4,8,12,23,24,88.43,68.95,71.94,1,medium
RX1179,2,4,7,11,13,21,54.33,63.99,80.86,0,medium
RX1180,5,6,7,9,18,21,98.27,45.92,67.89,1,medium
RX1181,3,5,9,12,16,22,81.83,80.22,75.47,1,medium
RX1182,4,5,11,12,20,21,9.32,90.62,56.65,1,high
RX1183,3,6,11,14,14,18,41.27,44.72,100.0,1,medium
RX1184,1,5,3,11,12,19,81.37,31.97,33.52,1,low
RX1185,1,4,2,13,7,19,68.74,2.64,67.18,0,low
RX1186,2,5,4,11,8,16,34.99,74.07,50.74,0,low
RX1187,2,5,6,12,16,18,100.0,100.0,81.26,0,medium
RX1188,6,7,6,8,15,23,35.47,68.77,89.21,0,medium
RX1189,4,5,7,12,19,20,32.04,85.55,100.0,0,medium
RX1190,3,6,5,10,14,20,59.94,78.32,99.54,1,medium
RX1191,3,6,1,8,9,15,21.64,98.51,58.08,0,low
RX1192,1,4,3,12,4,17,39.15,74.02,34.79,0,low
RX1193,5,6,10,14,12,20,43.74,66.44,46.86,1,medium
RX1194,2,4,10,13,12,17,43.3,78.55,61.1,1,medium
RX1195,5,7,10,11,15,21,58.03,70.54,100.0,1,high
RX1196,6,7,8,11,20,20,49.64,51.49,66.51,1,high
RX1197,6,7,10,11,15,19,50.91,56.58,100.0,0,medium
RX1198,2,6,5,11,6,16,0.0,76.44,,0,low
RX1199,3,5,7,13,9,15,,41.92,64.67,1,medium
RX1200,3,4,11,14,17,24,100.0,62.18,100.0,1,high
RX1201,1,6,7,12,10,20,100.0,56.32,72.32,0,low
RX1202,4,5,10,12,10,16,23.73,99.62,74.92,0,medium
RX1203,2,5,3,14,5,24,25.25,56.39,57.34,0,low
RX1204,5,6,10,10,18,19,100.0,94.35,69.38,1,high
RX1205,4,7,12,13,12,18,92.61,54.1,51.98,0,medium
RX1206,2,5,7,12,4,22,61.26,76.92,39.57,0,low
RX1207,1,7,8,13,3,20,75.1,0.0,0.0,1,low
RX1208,1,7,3,12,2,19,80.82,36.76,100.0,0,low
RX1209,6,6,13,13,13,19,77.91,76.87,57.23,1,high
RX1210,3,4,4,9,16,23,47.09,85.44,100.0,1,medium
RX1211,5,7,4,9,13,18,57.55,85.25,100.0,0,medium
RX1212,3,4,6,13,12,20,66.29,53.62,80.28,1,medium
RX1213,2,4,5,11,15,23,44.9,70.48,81.84,1,medium
RX1214,3,5,10,10,16,24,73.24,48.13,45.41,1,high
RX1215,1,4,6,13,9,21,11.99,28.02,90.57,0,low
RX1216,3,7,1,8,12,22,7.92,17.44,17.7,0,low
RX1217,6,6,7,9,17,17,69.85,68.77,93.23,1,high
RX1218,2,5,13,14,10,21,65.7,61.25,92.81,1,medium
RX1219,1,5,8,14,9,19,8.07,0.0,88.05,1,low
RX1220,1,4,5,11,5,20,80.83,63.55,45.81,0,low
RX1221,4,7,6,8,14,17,59.93,39.2,79.76,1,medium
RX1222,5,6,6,13,19,21,88.43,56.19,,1,medium
RX1223,3,5,6,9,8,16,98.74,41.25,,1,medium
RX1224,1,4,1,8,8,19,57.68,56.54,18.15,0,low
RX1225,4,5,6,11,15,16,60.01,72.57,62.39,0,medium
RX1226,3,7,4,8,7,22,8.17,75.3,78.44,1,low
RX1227,1,4,4,9,15,24,9.63,58.39,45.06,0,low
RX1228,4,6,7,8,19,20,80.21,51.6,39.81,1,medium
RX1229,2,4,11,11,20,21,46.58,100.0,74.51,0,high
RX1230,4,7,6,8,18,21,70.08,98.34,30.71,1,medium
RX1231,5,7,6,12,8,16,62.99,94.73,72.18,0,medium
RX1232,1,7,3,8,2,18,39.3,40.79,43.09,0,low
RX1233,4,5,8,13,9,18,88.92,99.37,64.0,0,medium
RX1234,1,6,7,12,7,15,91.63,56.8,81.89,0,low
RX1235,6,7,9,10,21,23,91.11,72.36,100.0,0,high
RX1236,3,5,5,11,13,16,64.69,100.0,33.45,0,medium
RX1237,3,4,6,9,11,21,98.32,85.28,45.42,1,medium
RX1238,3,5,8,13,9,17,68.14,80.98,48.68,0,medium
RX1239,1,4,1,9,13,20,38.38,77.6,100.0,1,low
RX1240,1,4,4,10,11,19,62.52,89.39,10.05,0,low
RX1241,3,4,11,13,11,18,72.66,81.77,6.1,0,medium
RX1242,2,4,8,9,18,20,,46.79,84.2,1,medium
RX1243,1,4,5,13,1,22,,25.18,99.94,1,low
RX1244,5,6,7,11,16,23,51.35,90.0,,1,high
RX1245,3,5,11,13,16,21,63.97,66.41,86.58,0,high
RX1246,3,6,3,8,2,19,100.0,76.29,53.0,0,low
RX1247,2,7,4,8,8,19,34.05,55.48,24.15,1,low
RX1248,1,5,7,14,4,23,64.4,33.26,100.0,0,low
RX1249,3,4,8,9,10,19,33.46,52.46,100.0,0,medium
RX1250,3,5,9,14,22,22,77.16,64.36,98.55,1,high
RX1251,5,6,9,13,19,21,76.71,90.46,92.38,1,high
RX1252,3,5,9,14,23,24,76.21,60.1,74.27,1,high
RX1253,3,5,8,9,20,21,51.25,98.71,67.57,1,high
RX1254,1,4,3,12,2,17,83.91,54.49,23.24,0,low
RX1255,5,7,9,11,23,23,100.0,90.35,100.0,1,high
RX1256,5,5,13,13,17,20,49.07,56.2,58.93,1,high
RX1257,4,4,12,12,17,22,87.92,77.92,94.12,1,high
RX1258,4,6,6,8,8,17,59.82,60.38,36.06,1,medium
RX1259,2,5,5,10,19,24,56.09,80.83,99.63,0,medium
RX1260,2,5,6,13,12,20,41.47,65.14,44.66,0,low
RX1261,3,7,6,8,8,17,74.08,47.01,81.0,0,medium
RX1262,3,7,10,13,13,19,34.8,100.0,41.84,1,medium
RX1263,2,5,4,11,10,22,9.41,75.18,,0,low
RX1264,3,7,11,12,16,18,59.03,96.93,10.17,0,medium
RX1265,4,6,7,12,11,18,49.99,50.0,63.12,0,medium
RX1266,3,4,10,10,17,24,75.93,43.75,85.51,1,high
RX1267,2,4,9,10,11,15,74.48,83.66,53.88,1,high
RX1268,4,7,8,10,19,20,52.2,65.5,83.84,0,medium
RX1269,3,5,5,8,20,20,75.83,90.9,38.98,1,high
RX1270,4,6,11,12,11,16,67.75,100.0,79.02,0,medium
RX1271,5,5,13,13,19,19,55.69,74.11,33.28,0,high
RX1272,4,7,6,8,20,23,100.0,70.65,99.7,1,high
RX1273,6,7,12,13,14,16,92.79,85.69,84.53,1,high
RX1274,6,6,9,10,14,17,79.94,63.17,87.91,1,high
RX1275,1,5,2,12,3,23,78.41,58.1,34.43,0,low
RX1276,3,4,8,10,17,19,67.09,46.33,53.95,1,medium
RX1277,5,6,11,13,16,22,17.99,72.2,92.85,1,high
RX1278,6,7,6,9,11,17,60.77,47.77,67.37,1,medium
RX1279,1,4,1,8,12,21,45.13,62.24,68.85,0,low
RX1280,3,4,8,12,22,24,100.0,100.0,41.46,1,medium
RX1281,4,6,5,9,19,22,63.16,34.58,45.16,0,medium
RX1282,5,5,10,11,18,18,79.38,49.75,92.75,1,high
RX1283,4,5,8,9,22,23,55.62,63.71,69.5,1,high
RX1284,4,5,11,14,20,23,69.14,100.0,86.46,0,high
RX1285,1,6,7,13,10,18,6.16,75.46,39.33,0,low
RX1286,4,5,14,14,14,21,42.12,82.39,,1,high
RX1287,2,5,4,9,3,17,39.95,64.32,84.26,0,low
RX1288,1,5,1,9,5,23,20.02,21.92,42.44,1,low
RX1289,2,4,9,12,13,16,88.18,44.51,90.84,1,medium
RX1290,2,5,5,12,10,17,6.88,40.3,86.13,0,low
RX1291,3,4,7,10,20,22,88.78,61.58,76.77,0,high
RX1292,3,4,10,13,21,22,97.45,82.89,87.17,1,high
RX1293,3,5,8,14,11,17,53.03,74.62,73.41,1,medium
RX1294,2,4,10,13,15,19,55.71,68.56,79.94,1,high
RX1295,1,4,7,14,11,20,89.7,77.06,61.18,1,low
RX1296,4,5,8,10,13,15,75.0,72.67,,1,medium
RX1297,2,4,9,13,15,17,73.66,58.8,26.24,0,medium
RX1298,1,6,1,9,2,16,31.18,19.32,43.17,0,low
RX1299,4,4,13,13,10,15,82.97,75.85,83.31,1,high
RX1300,5,7,9,10,21,23,55.87,58.36,58.3,1,high
RX1301,3,4,10,11,13,21,78.69,54.98,9.62,1,medium
RX1302,3,5,8,9,12,15,71.91,67.34,74.8,1,medium
RX1303,5,7,7,9,18,20,89.94,68.22,99.15,1,medium
RX1304,3,5,12,13,14,21,48.74,28.58,49.38,1,medium
RX1305,7,7,11,13,14,18,,79.63,100.0,1,high
RX1306,5,5,11,11,21,21,85.81,85.62,64.69,1,high
RX1307,4,5,7,10,9,18,40.04,19.69,,0,medium
RX1308,5,6,7,9,12,18,78.17,56.08,36.55,0,medium
RX1309,5,7,7,13,22,24,55.42,100.0,84.78,0,medium
RX1310,4,5,12,14,13,17,,69.87,74.41,1,medium
RX1311,7,7,9,11,16,20,93.11,85.07,85.52,0,high
RX1312,2,4,12,14,23,24,89.73,70.96,100.0,0,medium
RX1313,4,6,4,8,17,23,56.17,75.43,78.11,1,medium
RX1314,3,5,8,10,15,20,100.0,100.0,90.62,1,high
RX1315,1,5,2,8,11,21,70.95,68.81,55.21,0,low
RX1316,5,6,6,13,15,18,44.1,61.87,54.45,0,medium
RX1317,5,6,9,11,13,22,33.89,90.62,48.97,0,medium
RX1318,2,6,1,9,1,21,,0.0,79.56,0,low
RX1319,2,4,10,14,10,17,100.0,49.89,100.0,1,medium
RX1320,3,5,5,10,9,18,58.47,59.55,49.74,0,medium
RX1321,3,4,7,8,14,23,36.36,55.7,63.52,0,medium
RX1322,5,6,6,8,11,18,53.23,34.06,81.39,1,medium
RX1323,4,7,5,10,13,15,94.05,66.39,100.0,1,medium
RX1324,1,4,3,12,1,18,45.06,25.96,89.43,1,low
RX1325,2,5,11,14,18,20,99.48,77.66,66.88,1,medium
RX1326,3,5,7,10,17,23,68.42,49.87,26.41,1,medium
RX1327,3,4,10,11,17,19,60.66,100.0,100.0,1,medium
RX1328,1,4,7,12,15,24,22.17,93.76,100.0,1,low
RX1329,5,7,8,9,16,23,42.93,31.23,63.17,0,medium
RX1330,3,4,12,14,14,20,100.0,100.0,68.27,1,medium
RX1331,5,6,6,9,17,18,69.38,100.0,100.0,1,medium
RX1332,2,4,8,14,23,24,29.57,84.16,25.61,0,medium
RX1333,4,7,7,12,17,22,54.55,59.15,100.0,0,medium
RX1334,3,7,4,8,2,17,61.35,55.82,75.39,1,low
RX1335,3,5,5,11,13,17,67.1,60.36,59.75,1,medium
RX1336,6,7,6,13,18,20,70.71,44.34,79.27,0,medium
RX1337,6,7,11,13,11,22,80.47,58.61,65.74,1,medium
RX1338,3,5,11,14,12,23,61.64,87.63,58.72,1,medium
RX1339,5,6,9,14,11,16,49.73,74.27,100.0,0,medium
RX1340,5,6,11,12,9,16,33.79,44.29,46.12,0,medium
RX1341,5,7,6,10,11,22,86.3,74.04,54.11,0,medium
RX1342,1,4,5,10,12,19,26.0,55.56,50.3,0,low
RX1343,1,6,2,14,2,16,,52.14,70.3,0,low
RX1344,2,5,5,9,10,16,90.93,80.84,62.99,1,medium
RX1345,1,4,7,12,10,19,56.93,34.88,17.66,0,low
RX1346,3,6,2,10,12,24,46.81,24.99,76.83,0,low
RX1347,3,5,10,12,18,23,,87.17,88.31,1,high
RX1348,3,5,9,14,12,15,67.34,82.26,82.4,1,high
RX1349,2,4,9,13,13,21,67.39,100.0,51.04,0,medium
RX1350,6,7,12,13,19,24,87.97,95.5,,1,high
RX1351,1,7,5,9,10,19,71.66,60.15,88.95,1,low
RX1352,2,4,13,14,14,20,20.58,81.4,40.39,0,medium
RX1353,2,4,10,13,20,23,85.01,73.94,,1,high
RX1354,1,6,6,11,6,23,56.1,42.86,84.1,0,low
RX1355,2,4,10,11,11,17,100.0,62.5,100.0,1,high
RX1356,4,7,8,10,12,17,77.05,72.63,100.0,1,high
RX1357,4,4,12,14,17,18,78.62,79.73,95.34,1,high
RX1358,4,7,7,12,14,24,73.45,73.43,52.23,0,medium
RX1359,6,7,13,14,13,18,73.8,32.09,67.09,0,medium
RX1360,2,5,4,11,11,20,67.92,28.42,78.29,0,low
RX1361,1,5,6,14,11,22,95.89,81.81,67.82,0,low
RX1362,1,5,5,13,7,17,0.0,0.0,100.0,1,low
RX1363,2,6,1,12,6,17,51.53,60.11,0.0,0,low
RX1364,6,6,11,12,14,15,62.55,69.12,58.24,0,high
RX1365,3,7,7,9,10,15,61.38,41.75,0.0,1,medium
RX1366,6,6,11,14,15,21,96.99,43.6,100.0,0,high
RX1367,2,6,3,9,2,21,55.07,29.99,99.3,1,low
RX1368,4,6,4,9,13,16,78.03,16.78,74.14,1,medium
RX1369,4,7,6,10,16,23,54.53,47.83,100.0,0,medium
RX1370,5,6,6,12,13,17,79.75,46.3,20.38,1,medium
RX1371,3,6,6,13,19,21,49.87,100.0,57.07,1,medium
RX1372,5,7,10,13,16,22,59.39,84.46,73.67,1,high
RX1373,2,4,4,8,11,16,71.53,52.11,100.0,1,medium
RX1374,4,5,10,11,12,21,98.66,42.91,72.2,1,medium
RX1375,7,7,8,10,14,16,47.16,82.63,63.71,0,high
RX1376,7,7,11,12,16,23,57.16,69.45,100.0,1,high
RX1377,2,4,8,13,12,24,0.0,61.2,13.21,0,medium
RX1378,3,5,4,9,19,21,82.49,75.68,50.25,0,medium
RX1379,2,4,10,10,14,16,69.08,51.28,76.11,0,high
RX1380,3,5,5,10,13,22,32.27,59.41,88.83,1,medium
RX1381,4,4,11,11,20,20,51.51,82.37,61.93,1,high
RX1382,3,6,2,9,4,15,84.27,73.39,77.51,1,low
RX1383,2,7,4,8,4,21,0.0,14.85,0.0,1,low
RX1384,2,5,3,13,9,24,76.19,26.71,43.99,0,low
RX1385,2,5,8,14,18,20,52.19,55.43,85.12,0,medium
RX1386,1,5,3,9,2,15,0.0,99.5,,1,low
RX1387,1,5,6,11,1,17,35.64,100.0,66.32,0,low
RX1388,4,7,7,8,15,16,54.93,30.68,83.8,1,medium
RX1389,3,4,7,8,13,16,20.52,100.0,55.46,1,medium
RX1390,1,4,3,11,12,23,62.31,82.05,52.88,1,low
RX1391,1,4,3,12,13,20,100.0,49.42,20.2,0,low
RX1392,5,6,9,9,18,19,40.93,77.29,87.47,1,high
